,Ticker,Company,Sector,Industry,P/E,EPS (ttm),Insider Own %,Perf Week %,Market Cap,Forward P/E,EPS next Y %,Insider Trans %,Perf Month %,PEG,EPS next Q,Inst Own %,Short Float %,Perf Quarter %,P/S,EPS this Y %,Inst Trans %,Short Ratio,Perf Half Y %,Book/sh,P/B,ROA %,Target Price,Perf Year %,Cash/sh,P/C,EPS next 5Y %,ROE %,Perf YTD %,Dividend,P/FCF,EPS past 5Y %,ROI %,52W High %,Beta,Dividend % %,Quick Ratio,Sales past 5Y %,Gross Margin %,52W Low %,ATR,Current Ratio,Sales Q/Q %,Oper. Margin %,RSI (14),Volatility %,Debt/Eq,EPS Q/Q %,Profit Margin %,Rel Volume,LT Debt/Eq,Earnings,Avg Volume,Price,Volume,Market Cap 2,Death MACD,Golden MACD,50-MA,200-MA,50 %,200 %,MOM-25,EMOM-25,ETF,Tick
38,AVLR,"Avalara, Inc.",Technology,Software - Application,0.0,-0.61,1.6,-6.88,12270000000.0,2357.1,130.0,-32.22,-9.93,0.0,-0.11,89.2,2.35,-13.13,24.51,11.3,-1.5,2.69,7.39,12.74,11.47,-4.2,209.23,81.52,8.02,18.21,0.0,-6.3,-11.37,0.0,322.01,12.5,-5.0,-21.16,0.0,0.0,2.2,32.5,71.4,163.32,8.98,2.2,34.6,-12.4,37.1,5.98% 5.25,0.0,35.0,-9.8,2.24,0.0,NAN,710.73K,146.14,"1,590,497",12.27B,2021-02-23,2021-02-03,163.59940032958988,143.0267999649048,-10.672044209462822,2.176655029588225,100.947,101.184,"PSJ,XSW",AVLR
39,AVYA,Avaya Holdings Corp.,Technology,Software - Application,0.0,-6.85,2.7,-3.1,2340000000.0,7.99,8.08,-12.62,22.86,0.0,0.75,0.0,11.95,49.82,0.81,-24.1,-1.76,7.1,74.77,3.1,9.27,-10.2,34.33,132.04,9.21,3.12,6.3,-280.1,50.13,0.0,27.86,0.0,-16.6,-15.59,0.0,0.0,1.4,-6.8,55.2,369.0,1.9,1.5,3.9,-14.4,52.87,6.28% 6.53,11.18,88.0,-22.0,1.0,11.16,NAN,1.38M,28.75,"1,378,339",2.34B,2021-02-24,2021-01-08,24.679599990844725,17.94885003089905,16.492973997411838,60.17739270486248,136.507,126.346,"PSJ,XSW",AVYA
40,AY,Atlantica Sustainable Infrastructure plc,Utilities,Utilities - Renewable,59.09,0.59,42.57,-2.74,3730000000.0,29.6,9.59,0.0,-19.23,1.19,0.48,50.2,3.8,1.33,3.8,48.1,6.34,2.18,17.32,14.16,2.48,0.6,46.0,22.77,9.27,3.79,49.5,4.4,-7.42,1.68,21.0,75.3,6.6,-27.49,0.67,4.78,1.8,22.8,95.8,98.25,1.95,1.8,3.3,39.9,35.88,6.41% 4.88,4.34,99.1,6.4,1.47,3.87,NAN,997.63K,35.16,"1,463,590",3.73B,2021-01-25,2021-01-21,40.83379974365234,32.38165860176086,-13.894861069191448,8.579984837737909,93.391,100.897,TAN,AY
41,AYX,"Alteryx, Inc.",Technology,Software - Application,0.0,-0.38,0.5,-13.03,5630000000.0,161.75,2236.36,-87.97,-35.39,0.0,-0.23,87.4,8.36,-29.73,11.37,-193.3,0.83,3.04,-33.99,7.16,11.61,-1.8,147.8,-44.45,11.17,7.44,10.7,-5.6,-31.73,0.0,116.33,2.9,-0.1,-55.24,0.79,0.0,3.6,55.9,91.1,10.6,5.68,3.6,2.6,-0.8,19.06,6.44% 4.81,1.53,-7.1,-4.9,2.19,1.38,NAN,1.60M,83.14,"3,511,546",5.63B,2021-02-11,2021-01-15,116.67680068969726,130.20160026550292,-28.743332428944985,-36.1451780696523,92.658,93.283,XSW,AYX
42,AZPN,"Aspen Technology, Inc.",Technology,Software - Application,33.28,4.49,0.6,-0.67,10140000000.0,28.98,-5.41,-1.47,5.24,2.08,1.11,0.0,1.73,13.32,14.72,-9.5,0.66,2.88,12.74,9.65,15.49,25.1,163.33,37.55,3.21,46.62,16.0,61.0,14.78,0.0,39.84,20.2,23.2,-8.03,1.33,0.0,4.9,6.3,91.2,104.6,4.71,4.9,85.5,51.1,49.93,2.94% 2.85,0.46,226.6,44.6,1.12,0.44,NAN,404.56K,149.5,"453,906",10.14B,2021-02-23,2021-02-05,144.2,123.8010497665405,3.6754507628294117,20.75826520204929,109.592,107.704,"QQQJ,XSW",AZPN
43,AZRE,Azure Power Global Limited,Utilities,Utilities - Renewable,0.0,-0.51,7.44,-11.25,1300000000.0,0.0,43.8,0.0,-29.76,0.0,0.02,67.7,0.4,-24.18,6.45,54.3,1.87,0.54,13.16,7.72,3.49,-1.0,44.0,62.4,0.0,0.0,0.0,-5.0,-34.0,0.0,0.0,7.6,5.2,-49.79,0.82,0.0,1.1,63.1,91.8,114.25,2.82,1.1,15.6,50.6,29.85,10.27% 8.44,3.62,28.7,-9.4,1.34,3.25,NAN,330.15K,26.91,"443,571",1.30B,2021-01-19,2020-12-23,38.972399978637704,28.10412496566773,-30.951134611287927,-4.248931312134728,79.31,94.442,TAN,AZRE
44,BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,26.09,8.96,0.23,-1.63,639260000000.0,19.33,16.4,0.0,-11.21,7.47,1.97,40.2,2.05,-10.5,6.4,67.5,-8.07,1.68,-21.0,53.67,4.36,11.1,325.22,10.61,26.2,8.93,3.49,18.9,0.5,0.0,24.3,42.1,6.7,-26.75,0.88,0.0,1.7,46.2,42.8,37.62,7.24,1.7,36.9,16.2,36.19,2.74% 2.37,0.13,47.5,24.7,0.69,0.11,NAN,22.95M,233.89,"15,945,366",639.26B,2021-02-19,2021-01-13,249.3127996826172,258.48675018310547,-6.186124299374483,-9.515671563699792,105.619,99.872,"ARKF,ARKQ",BABA
45,BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,19.57,3.92,0.6,-0.51,10710000000.0,18.81,6.25,-19.14,-6.21,1.78,0.83,92.5,1.4,-13.32,1.36,25.4,-0.47,1.64,-13.41,7.78,9.87,10.6,91.45,1.67,9.62,7.98,10.99,56.7,-11.96,1.48,15.48,17.5,18.8,-23.45,0.75,1.93,2.0,7.2,53.6,41.16,2.34,2.0,3.0,9.9,33.09,2.63% 2.46,2.21,31.2,6.8,1.76,2.14,NAN,1.16M,76.75,"2,052,082",10.71B,2021-01-29,2021-03-02,85.64598175048826,82.573899269104,-10.386922501985968,-7.052954166696454,88.745,93.632,XSW,BAH
46,BAND,Bandwidth Inc.,Technology,Software - Infrastructure,0.0,-1.09,1.2,-21.0,3080000000.0,176.69,115.2,-60.57,-31.61,0.0,0.02,0.0,20.03,-20.57,10.56,-87.7,7.82,7.78,-23.56,12.95,9.66,-4.2,200.38,102.66,0.0,0.0,0.0,-8.1,-18.59,0.0,0.0,0.0,0.0,-37.01,0.0,0.0,6.2,0.0,46.3,145.82,11.36,10.2,40.2,-3.8,20.95,8.38% 6.81,0.89,-124.8,-8.4,2.39,0.89,NAN,519.70K,125.1,"1,241,188",3.08B,2021-02-17,2021-01-19,167.60470046997068,153.20597511291504,-25.36008856003782,-18.34522125667784,104.91,101.839,PSJ,BAND
47,BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,0.0,-3.1,1.7,-18.55,4210000000.0,0.0,8.3,-8.46,-27.04,0.0,-0.68,76.3,10.97,26.88,175510.5,22.4,19.51,4.67,177.1,3.99,18.2,-49.8,95.5,204.91,3.49,20.83,0.0,-107.1,-11.07,0.0,0.0,0.0,0.0,-42.79,0.0,0.0,4.4,0.0,0.0,458.46,11.27,4.4,0.0,0.0,32.73,13.77% 12.01,0.03,-40.0,0.0,1.98,0.02,,1.14M,72.6,"2,267,185",4.21B,2021-02-11,2021-02-05,97.16459976196288,48.72312495231628,-25.281429473431754,49.005220972692584,106.346,123.736,"ARKK,ARKG",BEAM
48,BEKE,KE Holdings Inc.,Real Estate,Real Estate Services,0.0,0.0,0.9,-17.86,62800000000.0,58.19,19.65,0.0,-16.86,0.0,0.13,16.8,28.21,-16.34,7.38,-69.7,15.81,2.5,5.92,6.93,7.57,0.0,67.44,0.0,6.62,7.92,4.6,0.0,-14.8,0.0,0.0,0.0,264.8,-33.97,0.0,0.0,2.4,0.0,21.7,64.93,5.32,2.4,70.9,0.0,34.78,10.63% 8.07,0.15,-249.6,0.0,2.98,0.09,,3.99M,52.43,"11,875,415",62.80B,2021-02-26,2021-02-10,64.7004002380371,,-18.964952601364875,,100.519,100.251,"ARKW,ARKK,ARKF",BEKE
49,BFLY,"Butterfly Network, Inc.",Healthcare,Medical Devices,0.0,0.0,0.0,-15.38,2660000000.0,0.0,0.0,0.0,-14.57,0.0,0.0,0.0,0.0,10.11,64.3,0.0,0.0,0.0,62.83,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,-18.54,0.0,0.0,0.0,0.0,-44.66,0.0,0.0,0.0,0.0,0.0,72.59,2.54,0.0,0.0,0.0,36.04,13.22% 13.39,0.0,0.0,0.0,1.56,0.0,,3.17M,16.12,"4,932,908",2.66B,2021-02-23,2021-02-08,20.466199951171873,,-21.235988906299205,,106.006,116.051,ARKG,BFLY
50,BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,25.86,10.12,15.6,-7.67,92650000000.0,21.05,19.3,0.0,4.15,9.99,1.66,70.8,4.2,82.13,5.58,866.4,2.34,1.02,110.62,6673.96,0.04,7.2,348.06,121.35,70.99,3.69,2.59,13.1,21.03,0.0,0.0,-7.3,4.0,-26.24,1.15,0.0,2.7,10.0,48.5,219.17,23.18,2.7,4.8,13.4,43.68,9.95% 7.62,0.41,-16.0,21.0,1.44,0.33,NAN,10.89M,261.72,"15,734,673",92.65B,2021-02-25,2021-02-08,257.67239990234367,161.31,1.5708318388738467,62.2466059140785,127.924,129.147,"ARKW,ARKK,ARKQ,QQQ",BIDU
51,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,11.07,24.45,0.1,-0.8,41900000000.0,13.26,10.55,1.64,2.83,0.0,5.04,87.5,2.26,9.63,3.12,-21.1,-1.59,2.64,-3.23,69.75,3.88,15.8,291.37,-17.58,16.86,16.05,-11.06,35.3,10.56,0.0,10.08,10.1,19.6,-25.61,0.44,0.0,1.6,4.5,86.6,21.26,8.41,1.8,-22.3,33.8,48.93,2.61% 2.72,0.69,-71.3,29.8,0.81,0.69,NAN,1.30M,270.71,"1,050,904",41.90B,2021-02-25,2021-02-22,266.8220001220704,271.7818501281738,1.457151163004114,-0.3943788474720924,105.915,103.748,QQQ,BIIB
52,BILL,"Bill.com Holdings, Inc.",Technology,Software - Application,0.0,-0.82,0.5,-9.7,11830000000.0,0.0,10.0,-73.26,11.03,0.0,-0.07,96.6,8.65,26.59,64.41,-570.3,7.41,4.64,48.94,10.76,13.85,-1.8,167.42,154.92,49.79,2.99,30.0,-7.1,9.16,0.0,0.0,0.0,-4.8,-23.96,0.0,0.0,1.8,0.0,74.8,531.09,12.57,1.8,38.1,-26.2,43.58,8.19% 8.06,1.01,-101.2,-26.1,1.48,1.01,NAN,1.46M,149.0,"2,163,840",11.83B,2021-02-24,2021-02-02,149.4115997314453,110.16229965209959,-0.27548043939367656,35.25498330241166,123.743,119.903,"ARKF,PTF,XSW",BILL
53,BKI,"Black Knight, Inc.",Technology,Software - Infrastructure,42.4,1.72,2.9,-5.14,11570000000.0,29.01,14.21,-1.1,-16.16,4.42,0.51,91.2,1.04,-18.68,9.34,-35.6,-1.36,1.66,-14.91,16.62,4.38,3.0,99.08,6.69,0.2,370.89,9.59,6.3,-17.66,0.0,27.86,21.29,7.2,-25.15,0.77,0.0,1.1,0.0,0.0,45.47,2.39,1.1,4.5,25.1,29.23,3.24% 2.95,0.89,225.5,11.3,1.67,0.86,NAN,954.68K,72.75,"1,598,855",11.57B,2021-02-17,2021-02-02,83.51720016479494,82.77079998016356,-12.892194833578301,-12.10668494513173,94.793,95.204,"PSJ,XSW",BKI
54,BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,1862.07,1.24,0.3,-0.92,92260000000.0,24.18,107.11,-7.69,13.8,0.0,-5.12,96.1,1.99,11.0,13.58,-98.9,-0.21,2.15,18.39,119.5,19.31,0.3,2336.36,40.04,276.64,8.34,0.0,1.3,3.58,0.0,0.0,-52.2,-7.4,-5.84,1.25,0.0,3.6,-5.9,0.0,108.36,93.14,3.6,-62.9,-10.8,56.64,4.14% 3.85,2.46,-115.1,0.9,1.15,2.25,NAN,375.99K,2307.1,"433,314",92.26B,2021-03-04,2021-02-05,2168.341418457031,1887.69040222168,6.399295810237669,22.21813477913031,103.083,105.267,QQQ,BKNG
55,BL,"BlackLine, Inc.",Technology,Software - Infrastructure,0.0,-0.82,1.0,-10.07,6260000000.0,163.29,69.48,-11.2,-18.74,0.0,0.05,98.1,9.55,-6.06,17.79,-40.4,0.52,7.94,20.22,7.34,15.19,-4.5,152.88,75.44,9.67,11.53,25.0,-11.4,-16.38,0.0,129.81,-10.5,-2.5,-27.86,0.93,0.0,2.8,33.3,80.4,191.05,7.59,2.8,19.2,-5.6,31.95,6.61% 5.97,0.96,-73.8,-13.3,1.68,0.96,NAN,600.25K,111.53,"1,009,287",6.26B,2021-02-16,2021-02-02,131.48399978637696,101.78515003204346,-15.175990857287857,9.573940761386822,100.23,103.255,"PSJ,XSW",BL
56,BLI,"Berkeley Lights, Inc.",Healthcare,Biotechnology,0.0,0.0,57.75,-19.73,3200000000.0,0.0,25.2,-8.21,-35.37,0.0,-0.2,35.2,4.18,-37.03,56.42,19.0,28.47,1.89,-24.82,3.89,12.79,0.0,95.5,0.0,3.69,13.49,0.0,0.0,-44.36,0.0,0.0,0.0,13.7,-56.18,0.0,0.0,10.9,0.0,72.4,-1.02,5.15,11.4,15.9,0.0,15.77,9.99% 7.07,0.08,0.0,0.0,3.41,0.05,,898.76K,49.74,"3,060,539",3.20B,2021-02-19,2021-02-05,78.76949989318848,,-36.85373137134616,,80.995,88.745,"ARKK,ARKG",BLI
57,BLKB,"Blackbaud, Inc.",Technology,Software - Application,441.27,0.16,1.8,0.67,3400000000.0,23.55,7.65,-11.78,2.2,0.0,0.62,98.22,4.77,25.76,3.72,-35.7,5.23,5.33,4.62,8.84,7.84,0.4,75.25,2.24,0.75,92.88,-6.9,1.9,20.36,0.0,30.27,-22.1,2.4,-13.4,1.16,0.0,0.8,7.4,53.1,81.27,2.74,0.8,2.0,4.1,48.34,3.35% 3.73,1.25,0.0,0.8,1.08,1.22,NAN,370.65K,69.28,"401,041",3.40B,2021-02-18,2021-01-06,66.64219985961914,60.1232999610901,3.9581528610060146,15.229869359858542,115.778,111.739,XSW,BLKB
58,BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,17.96,4.33,0.3,0.39,14900000000.0,51.61,2912.0,-9.39,-6.15,0.56,-0.05,0.0,6.22,-2.67,8.0,3200.0,0.92,7.45,-0.33,22.38,3.47,2.3,110.7,-19.01,7.86,9.9,32.16,3.6,-11.36,0.0,0.0,37.13,21.7,-41.09,0.59,0.0,2.4,15.9,73.5,13.89,2.66,3.2,3.4,3.2,39.11,3.28% 3.08,0.36,47.1,6.6,0.96,0.27,NAN,1.51M,77.73,"1,453,160",14.90B,2021-02-18,2021-02-09,84.29100036621094,91.74269996643066,-7.783749555357026,-15.273912770779594,95.851,98.79,QQQ,BMRN
59,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,0.0,-4.02,0.1,-1.47,137090000000.0,7.51,7.57,-3.89,-2.58,0.0,1.83,76.0,0.94,-2.81,3.22,-298.8,-0.41,1.72,-1.9,16.79,3.6,-7.2,75.13,-0.12,6.98,8.66,21.35,-19.3,-2.58,1.96,14.86,-44.4,-12.1,-10.02,0.62,3.24,1.5,20.8,73.8,32.06,1.4,1.6,39.3,-20.3,45.2,2.18% 2.10,1.34,-708.7,-21.2,1.2,1.28,NAN,12.09M,60.43,"14,530,603",137.09B,2021-03-04,2021-02-23,62.06915100097656,60.22351613998413,-2.6408464986910674,0.34286251160745773,96.562,98.427,ARKG,BMY
60,BNFT,"Benefitfocus, Inc.",Technology,Software - Application,0.0,-1.03,0.9,-7.89,461580000.0,0.0,61.2,0.0,5.66,0.0,0.05,85.3,8.72,-1.13,1.65,15.6,-0.34,8.39,36.45,-1.67,0.0,-9.7,14.25,24.67,5.34,2.62,20.0,76.6,-3.31,0.0,121.47,11.0,-9.7,-20.36,1.85,0.0,3.6,16.6,50.8,129.89,0.82,3.6,-11.3,-3.1,39.99,5.90% 5.45,0.0,51.7,-11.9,0.83,0.0,03/08,296.08K,14.0,"244,399",461.58M,2021-02-26,2021-02-05,14.428799915313721,12.265499997138978,-2.9718335400757976,14.141290638503182,106.929,107.945,XSW,BNFT
61,BOX,"Box, Inc.",Technology,Software - Infrastructure,0.0,-0.45,2.7,1.14,2970000000.0,24.45,15.7,-4.21,0.81,0.0,0.17,82.4,6.57,9.76,3.94,-3.4,1.31,3.82,-9.6,0.56,33.14,-7.2,23.33,23.65,1.72,10.8,8.0,-131.0,2.83,0.0,20.42,8.5,-70.3,-15.98,1.27,0.0,0.9,26.3,70.5,114.81,0.89,0.9,10.6,-8.3,50.76,5.18% 4.64,1.95,87.8,-9.1,1.08,1.38,NAN,2.65M,18.56,"2,859,930",2.97B,2021-03-03,2021-03-01,18.341200065612792,18.231249985694888,1.1929423026000683,1.8032225687380963,101.828,102.357,XSW,BOX
62,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,32.15,4.43,0.6,-0.01,16590000000.0,23.63,8.88,-36.46,-1.43,3.21,1.67,88.4,1.69,-3.23,3.54,-2.7,0.56,3.09,-0.45,12.39,11.5,10.7,161.38,40.53,3.14,45.37,10.0,38.4,-7.0,2.3,46.53,11.3,16.2,-10.03,0.87,1.61,1.4,10.9,28.5,73.97,3.54,1.4,8.9,14.6,44.99,2.69% 2.17,1.23,454.6,11.1,0.77,1.23,NAN,627.83K,142.48,"486,322",16.59B,2021-03-02,2021-03-01,148.125,138.11803874969482,-3.810970464135028,3.1581401602510155,95.454,98.344,XSW,BR
63,BRKR,Bruker Corporation,Healthcare,Medical Devices,58.07,1.02,0.2,-2.57,9370000000.0,29.24,15.0,-3.76,7.03,6.36,0.32,69.2,1.32,14.87,4.71,10.2,0.25,2.92,38.78,6.21,9.57,5.7,65.42,32.02,3.91,15.18,9.13,17.9,9.75,0.16,81.09,30.4,12.7,-15.03,1.3,0.27,1.7,2.8,47.3,93.01,2.44,2.7,-1.9,13.1,47.0,3.94% 4.24,0.87,-10.7,8.3,1.37,0.87,NAN,468.78K,59.41,"644,496",9.37B,2021-03-02,2021-02-12,58.63078636169435,47.43111408233643,1.329017887460465,25.25533323309511,105.205,107.2,QQQJ,BRKR
64,CACI,CACI International Inc,Technology,Information Technology Services,14.85,14.7,1.4,-1.39,5600000000.0,13.41,6.87,-2.5,-8.65,1.27,3.69,89.2,1.94,-9.36,0.95,21.8,0.14,2.58,-9.18,114.34,1.91,6.5,289.17,-12.45,3.98,54.88,11.71,13.8,-12.46,0.0,9.32,19.5,9.3,-18.04,1.07,0.0,1.2,11.5,35.1,39.78,6.39,1.3,5.2,8.9,33.27,2.65% 2.27,0.49,34.4,6.4,1.53,0.48,NAN,185.69K,218.27,"284,988",5.60B,2021-01-29,2021-01-20,239.64120056152345,229.21994995117188,-8.917999288706108,-4.777049272327481,94.772,97.361,XSW,CACI
65,CAP,Capitol Investment Corp. V,Financial,Shell Companies,0.0,0.0,0.0,-1.08,379860000.0,0.0,0.0,0.0,-1.08,0.0,0.0,7.9,1.09,0.0,0.0,-900.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.61,0.0,0.0,-0.79,0.0,0.0,0.0,0.0,-4.81,0.0,0.0,0.4,0.0,0.0,3.06,0.23,0.4,0.0,0.0,44.88,3.17% 2.12,0.0,0.0,0.0,3.2,0.0,,604.45K,10.1,"1,936,765",379.86M,2021-02-25,2021-02-03,,,,,99.292,99.305,TAN,CAP
66,CASS,"Cass Information Systems, Inc.",Industrials,Specialty Business Services,26.11,1.73,2.3,4.69,654400000.0,0.0,0.0,-0.95,9.44,0.0,0.0,65.5,2.69,4.47,4.43,2.2,-1.05,5.42,13.4,17.53,2.57,1.5,0.0,2.34,15.49,2.91,0.0,11.2,15.91,1.08,21.81,5.8,4.6,-3.14,0.84,2.39,0.0,6.3,98.7,56.33,1.21,0.0,-13.6,22.9,66.56,2.79% 2.65,2.13,-28.7,18.7,1.47,0.0,NAN,60.11K,45.1,"88,251",654.40M,2020-12-02,2021-01-07,41.112717208862314,39.796598300933844,9.69841708802984,13.326268891031601,106.825,103.577,XSW,CASS
67,CASY,"Casey's General Stores, Inc.",Consumer Defensive,Grocery Stores,23.09,8.82,0.3,0.82,7600000000.0,25.48,-0.95,-3.89,9.44,3.12,1.03,87.6,2.24,10.6,0.91,28.7,0.77,3.04,12.21,50.22,4.05,8.1,204.58,22.5,10.85,18.77,7.4,19.2,14.0,1.36,22.19,9.0,10.4,-4.68,0.88,0.67,0.9,3.4,27.2,78.6,5.67,1.3,-10.9,5.7,54.31,2.63% 2.39,0.73,36.1,3.9,1.2,0.73,03/08,270.94K,203.62,"324,827",7.60B,2021-02-23,2021-02-09,193.80874053955083,176.39485382080082,5.062341065286981,15.43420660494844,108.22,105.809,QQQJ,CASY
68,CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,41.41,5.32,0.1,1.98,123360000000.0,20.96,29.69,-17.31,15.0,0.0,1.87,70.1,0.98,26.62,2.95,-49.0,1.04,1.72,47.49,28.15,7.82,3.9,202.25,80.5,0.0,0.0,-1.11,20.6,20.95,4.12,39.72,4.9,6.6,-2.87,0.98,1.87,1.1,-2.3,30.4,151.61,6.14,1.5,-14.5,10.9,66.47,2.93% 2.56,2.42,-35.5,7.2,1.16,1.7,NAN,3.07M,220.16,"3,568,650",123.36B,2021-03-04,2021-02-08,195.87210205078125,158.7807883834839,12.399876090022218,38.65657315435062,109.605,109.353,ARKQ,CAT
69,CATM,Cardtronics plc,Industrials,Business Equipment & Supplies,91.76,0.42,1.0,-0.03,1720000000.0,17.56,18.84,-9.6,-0.76,0.0,0.31,0.0,4.54,53.24,1.57,9.5,-8.53,1.89,67.78,7.51,5.13,1.9,38.88,9.05,5.91,6.52,-3.0,11.2,9.18,0.0,12.3,5.3,6.3,-8.43,1.88,0.0,0.9,5.0,36.7,145.32,0.23,0.9,-20.5,5.5,51.95,0.66% 0.53,2.67,-72.3,3.4,0.41,2.31,NAN,1.05M,38.54,"433,179",1.72B,2021-01-20,2021-01-11,38.38940017700195,27.011750011444093,0.39229532710507564,42.6786490459586,102.183,112.483,XSW,CATM
70,CDAY,Ceridian HCM Holding Inc.,Technology,Software - Application,0.0,-0.03,0.6,-6.0,12060000000.0,131.28,54.7,-75.93,-14.79,0.0,0.09,0.0,3.79,-10.24,14.31,242.0,-2.37,5.25,1.73,13.84,6.09,1.2,107.8,23.2,3.88,21.74,11.44,3.9,-20.91,0.0,263.24,0.0,3.1,-24.7,0.0,0.0,1.2,0.0,40.5,119.48,4.78,1.2,1.0,2.7,36.55,5.82% 4.93,0.47,-101.3,8.9,1.61,0.47,NAN,1.06M,84.28,"1,698,420",12.06B,2021-02-10,2021-02-05,98.65600006103516,86.9472499847412,-14.571845657781795,-3.0676645727257537,91.343,96.613,XSW,CDAY
71,CDK,"CDK Global, Inc.",Technology,Software - Application,24.78,2.09,0.5,3.13,6410000000.0,17.87,12.04,-0.54,-0.96,2.48,0.69,88.2,1.63,6.93,3.59,31.2,2.91,2.77,8.93,-3.6,0.0,7.8,63.8,15.79,0.51,102.01,10.0,-41.3,-0.23,0.6,23.26,17.0,20.6,-6.85,1.37,1.16,1.5,-1.0,48.7,77.58,1.69,1.5,-2.8,26.0,51.98,3.03% 3.15,0.0,-2.6,12.7,0.93,0.0,NAN,713.63K,51.71,"661,569",6.41B,2021-02-11,2021-02-03,51.39919982910156,46.288380432128896,0.6046790065445102,11.712700935433773,100.414,101.918,"QQQJ,XSW",CDK
72,CDNA,"CareDx, Inc",Healthcare,Diagnostics & Research,0.0,-0.41,2.1,-18.4,3350000000.0,95.6,240.91,-19.32,-26.14,0.0,0.01,0.0,9.0,8.42,17.44,22.7,2.2,5.85,87.97,5.63,11.46,-6.1,90.83,177.31,4.33,14.92,20.0,-8.2,-10.93,0.0,127.44,19.0,-6.0,-35.36,0.66,0.0,3.8,46.8,67.2,394.86,6.89,3.9,63.7,-9.2,32.43,12.25% 7.92,0.0,36.7,-9.7,2.22,0.0,NAN,783.63K,64.53,"1,737,070",3.35B,2021-02-16,2021-02-08,81.4652001953125,51.765225048065176,-20.788263153727513,24.658977025758983,104.393,110.634,ARKG,CDNA
73,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,59.99,2.11,0.8,-10.21,34570000000.0,38.01,11.85,-17.15,-6.03,5.4,0.74,88.6,0.91,8.81,12.89,-40.1,0.05,1.55,8.2,9.1,13.92,14.9,148.42,86.75,3.4,37.24,11.1,25.4,-7.14,0.0,42.68,21.2,21.2,-15.02,1.06,0.0,1.8,9.5,88.6,146.53,5.65,1.9,26.7,24.1,38.93,5.47% 3.82,0.14,-73.7,22.0,2.32,0.14,NAN,1.62M,126.69,"3,755,416",34.57B,2021-03-03,2021-03-01,136.35919952392578,113.80389976501465,-7.090977035421224,11.323074395159495,102.01,105.015,"QQQ,PTF,XSW",CDNS
74,CDW,CDW Corporation,Technology,Information Technology Services,28.37,5.45,0.2,-1.54,22090000000.0,19.68,10.64,-8.04,9.57,2.45,1.51,93.0,1.28,17.73,1.2,19.4,-1.53,2.1,31.44,8.68,17.8,8.7,171.25,35.73,8.74,17.68,11.59,71.8,17.22,1.6,35.02,28.6,22.2,-5.07,1.1,1.04,1.3,8.4,17.4,110.49,4.62,1.5,-3.1,6.1,54.05,2.99% 2.64,3.17,-2.6,4.0,1.04,3.12,NAN,859.78K,154.48,"891,174",22.09B,2021-02-26,2021-02-01,142.5166331481934,125.57913345336914,8.394365336547562,23.014067506177298,115.613,110.709,QQQ,CDW
75,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,0.0,-0.35,0.7,-11.76,1190000000.0,0.0,2.2,-22.64,-30.3,0.0,-0.16,98.3,9.47,3.34,17.85,-1.3,12.44,6.3,41.17,1.54,12.67,-9.9,24.83,63.26,1.17,16.65,15.0,-14.6,-10.63,0.0,0.0,15.8,-11.9,-34.0,1.12,0.0,5.0,14.2,83.1,131.44,1.85,5.0,-16.0,-21.8,34.59,8.25% 7.20,0.0,0.0,-21.4,1.36,0.0,NAN,748.47K,19.51,"1,016,872",1.19B,2021-02-12,2021-02-03,24.10659999847412,16.167050004005432,-19.067807151423555,20.67755091477013,106.418,111.651,ARKG,CDXS
76,CERN,Cerner Corporation,Healthcare,Health Information Services,27.88,2.52,0.14,1.81,21810000000.0,19.85,12.36,-12.11,-11.73,2.42,0.74,87.0,4.32,-6.73,3.96,53.1,-0.35,6.27,-6.43,14.63,4.81,10.9,82.0,-3.0,3.41,20.61,11.51,18.6,-10.31,0.88,23.42,10.4,12.1,-16.4,0.71,1.25,2.2,4.5,83.1,32.61,1.75,2.3,-3.3,16.6,37.16,2.30% 2.19,0.3,-6.6,14.2,2.08,0.3,NAN,2.11M,70.39,"4,389,666",21.81B,2021-01-29,2021-01-27,76.76381790161133,72.86789714813233,-8.303153850139001,-3.4005333557177297,93.577,96.704,QQQ,CERN
